,Unnamed: 0,id,grid,start_hour,end_hour,duration,lon,lat,gps2id
58,58,0A4DEAAE87BBCD0C04DEB057F69A322D,10901,0,1,1,35,48,1798
59,59,0A4DEAAE87BBCD0C04DEB057F69A322D,11381,2,17,15,30,47,1547
60,60,0A4DEAAE87BBCD0C04DEB057F69A322D,11061,18,21,3,29,48,1498
68,68,C3931C36187A2560C13A52F43DBA110A,12491,0,6,6,36,43,1843
69,69,C3931C36187A2560C13A52F43DBA110A,42151,6,12,6,35,45,1795
70,70,C3931C36187A2560C13A52F43DBA110A,12491,13,21,8,36,43,1843
71,71,C3931C36187A2560C13A52F43DBA110A,13381,22,23,1,39,47,1997
75,75,74EBB90FA1C414F58477B49370E7F73F,11861,0,6,6,32,47,1647
76,76,74EBB90FA1C414F58477B49370E7F73F,12311,7,17,10,30,44,1544
77,77,74EBB90FA1C414F58477B49370E7F73F,11861,18,23,5,32,47,1647
78,78,FEA865DCCC374F062F7FD8F2AE9FF342,11021,0,7,7,36,49,1849
79,79,FEA865DCCC374F062F7FD8F2AE9FF342,11324,8,10,2,31,46,1596
80,80,FEA865DCCC374F062F7FD8F2AE9FF342,11021,11,23,12,36,49,1849
81,81,ED2CF25F0EF4BC22192736D554862394,12841,2,11,9,37,47,1897
82,82,ED2CF25F0EF4BC22192736D554862394,43761,15,16,1,32,47,1647
83,83,ED2CF25F0EF4BC22192736D554862394,10107,19,23,4,38,49,1949
84,84,4442F4779857F254B3128B4BDEABAE8D,11061,0,17,17,29,48,1498
85,85,4442F4779857F254B3128B4BDEABAE8D,11211,17,18,1,34,49,1749
86,86,4442F4779857F254B3128B4BDEABAE8D,11061,20,23,3,29,48,1498
94,94,CFB5B91AB0CD7543884ADBE535AD19D6,43021,0,4,4,16,43,843
95,95,CFB5B91AB0CD7543884ADBE535AD19D6,12641,6,8,2,10,43,543
96,96,CFB5B91AB0CD7543884ADBE535AD19D6,43021,11,17,6,16,43,843
97,97,CFB5B91AB0CD7543884ADBE535AD19D6,12921,20,21,1,9,41,491
98,98,E6EB0FFE7655FB9A9B77EC908104A8C3,11381,0,6,6,30,47,1547
99,99,E6EB0FFE7655FB9A9B77EC908104A8C3,13511,6,18,12,34,48,1748
100,100,E6EB0FFE7655FB9A9B77EC908104A8C3,11381,19,23,4,30,47,1547
111,111,751637010376FF10A15374FA98F99F38,11861,0,15,15,32,47,1647
112,112,751637010376FF10A15374FA98F99F38,42864,16,17,1,38,44,1944
113,113,751637010376FF10A15374FA98F99F38,11861,19,23,4,32,47,1647
114,114,2FB9B4671D70EAA841884AE3AD828EC1,13341,4,7,3,44,45,2245
115,115,2FB9B4671D70EAA841884AE3AD828EC1,11061,9,14,5,29,48,1498
116,116,2FB9B4671D70EAA841884AE3AD828EC1,13341,14,16,2,44,45,2245
117,117,2FB9B4671D70EAA841884AE3AD828EC1,11061,19,22,3,29,48,1498
118,118,A30C3A4D08AE45D5E2F0083CE1F142DF,13111,0,8,8,42,46,2146
119,119,A30C3A4D08AE45D5E2F0083CE1F142DF,43061,8,9,1,43,46,2196
120,120,A30C3A4D08AE45D5E2F0083CE1F142DF,13111,11,15,4,42,46,2146
121,121,A30C3A4D08AE45D5E2F0083CE1F142DF,43001,15,16,1,47,47,2397
122,122,A30C3A4D08AE45D5E2F0083CE1F142DF,43061,16,20,4,43,46,2196
123,123,6B2AEB7B29673E8E9DC34C4EDEAF065B,13091,0,12,12,20,42,1042
124,124,6B2AEB7B29673E8E9DC34C4EDEAF065B,43021,14,15,1,16,43,843
125,125,6B2AEB7B29673E8E9DC34C4EDEAF065B,12921,16,18,2,9,41,491
126,126,6B2AEB7B29673E8E9DC34C4EDEAF065B,13091,22,23,1,20,42,1042
127,127,3BA5FA710EA7575C057415E520D57C01,40101,1,3,2,34,49,1749
128,128,3BA5FA710EA7575C057415E520D57C01,11461,4,5,1,37,49,1899
129,129,3BA5FA710EA7575C057415E520D57C01,10111,6,18,12,37,47,1897
133,133,644074FAED2D07B771DBBC3C2ED7ABF4,13411,0,6,6,49,42,2492
134,134,644074FAED2D07B771DBBC3C2ED7ABF4,12561,8,9,1,45,43,2293
135,135,644074FAED2D07B771DBBC3C2ED7ABF4,43951,10,11,1,49,41,2491
136,136,644074FAED2D07B771DBBC3C2ED7ABF4,13411,12,13,1,49,42,2492
137,137,644074FAED2D07B771DBBC3C2ED7ABF4,43951,14,19,5,49,41,2491
138,138,644074FAED2D07B771DBBC3C2ED7ABF4,13411,19,23,4,49,42,2492
151,151,68DDCF4E5E82DB72287BDEDDF8F05C96,43341,0,1,1,41,46,2096
152,152,68DDCF4E5E82DB72287BDEDDF8F05C96,10431,14,16,2,33,49,1699
153,153,68DDCF4E5E82DB72287BDEDDF8F05C96,11531,16,17,1,34,49,1749
154,154,68DDCF4E5E82DB72287BDEDDF8F05C96,11231,21,23,2,37,49,1899
161,161,80779C982E47128931C5479B9B9DAF80,11651,0,1,1,33,47,1697
162,162,80779C982E47128931C5479B9B9DAF80,11861,1,8,7,32,47,1647
163,163,80779C982E47128931C5479B9B9DAF80,41101,9,11,2,32,48,1648
164,164,80779C982E47128931C5479B9B9DAF80,11861,12,17,5,32,47,1647
165,165,80779C982E47128931C5479B9B9DAF80,10251,21,23,2,35,47,1797
169,169,9B628FEA6BCA8EB97BB3F7B5F63CD306,13911,0,6,6,39,46,1996
170,170,9B628FEA6BCA8EB97BB3F7B5F63CD306,10351,9,18,9,28,45,1445
171,171,9B628FEA6BCA8EB97BB3F7B5F63CD306,13911,18,23,5,39,46,1996
179,179,52A3E1CE4491060F392925C38B78647A,11074,0,14,14,37,47,1897
180,180,52A3E1CE4491060F392925C38B78647A,12381,16,17,1,32,48,1648
181,181,52A3E1CE4491060F392925C38B78647A,10841,18,20,2,37,47,1897
182,182,52A3E1CE4491060F392925C38B78647A,11791,21,22,1,38,49,1949
186,186,D157013D3488A5412F8F2595D1038B6C,10716,0,7,7,30,46,1546
187,187,D157013D3488A5412F8F2595D1038B6C,13601,9,13,4,34,47,1747
188,188,D157013D3488A5412F8F2595D1038B6C,40611,13,15,2,35,47,1797
189,189,D157013D3488A5412F8F2595D1038B6C,12311,15,18,3,30,44,1544
190,190,D157013D3488A5412F8F2595D1038B6C,11875,21,23,2,30,46,1546
191,191,7604F2540715D6DF51E797251548A37E,11861,0,13,13,32,47,1647
192,192,7604F2540715D6DF51E797251548A37E,40341,14,16,2,23,49,1199
193,193,7604F2540715D6DF51E797251548A37E,43731,18,19,1,34,47,1747
194,194,7604F2540715D6DF51E797251548A37E,11861,20,21,1,32,47,1647
198,198,1D9293BBBEC3848167A05BBAFE105FD9,11061,1,8,7,29,48,1498
199,199,1D9293BBBEC3848167A05BBAFE105FD9,42071,8,9,1,31,49,1599
200,200,1D9293BBBEC3848167A05BBAFE105FD9,42381,13,14,1,39,41,1991
201,201,1D9293BBBEC3848167A05BBAFE105FD9,11061,17,21,4,29,48,1498
202,202,1D9293BBBEC3848167A05BBAFE105FD9,13651,22,23,1,30,47,1547
206,206,6DFA48F81EF42083077B44FC80706865,10971,0,14,14,35,47,1797
207,207,6DFA48F81EF42083077B44FC80706865,43731,15,17,2,34,47,1747
208,208,6DFA48F81EF42083077B44FC80706865,11301,17,21,4,41,49,2099
215,215,091497AD7ED956A0C3F93F46CFB651F5,43021,0,16,16,16,43,843
216,216,091497AD7ED956A0C3F93F46CFB651F5,12921,19,20,1,9,41,491
217,217,091497AD7ED956A0C3F93F46CFB651F5,43021,22,23,1,16,43,843
218,218,BF29A9480BAB7B58A18F76AD129514BD,42301,0,8,8,36,47,1847
219,219,BF29A9480BAB7B58A18F76AD129514BD,10531,11,12,1,34,46,1746
220,220,BF29A9480BAB7B58A18F76AD129514BD,10111,13,14,1,37,47,1897
221,221,BF29A9480BAB7B58A18F76AD129514BD,42521,16,18,2,31,47,1597
222,222,BF29A9480BAB7B58A18F76AD129514BD,10111,19,23,4,37,47,1897
229,229,40712183BC9EFC505F343959D0497D3F,12561,0,2,2,45,43,2293
230,230,40712183BC9EFC505F343959D0497D3F,13411,6,7,1,49,42,2492
231,231,40712183BC9EFC505F343959D0497D3F,43951,11,12,1,49,41,2491
232,232,40712183BC9EFC505F343959D0497D3F,13411,13,19,6,49,42,2492
233,233,40712183BC9EFC505F343959D0497D3F,43951,19,21,2,49,41,2491
237,237,1834E19F94E005AFC306AA67190EF410,42141,0,6,6,32,47,1647
238,238,1834E19F94E005AFC306AA67190EF410,13711,7,8,1,38,46,1946
239,239,1834E19F94E005AFC306AA67190EF410,42141,21,23,2,32,47,1647
240,240,C5ED324891B8B95E257970408E8D4150,13911,0,1,1,39,46,1996
241,241,C5ED324891B8B95E257970408E8D4150,12491,1,5,4,36,43,1843
242,242,C5ED324891B8B95E257970408E8D4150,11261,6,12,6,36,46,1846
243,243,C5ED324891B8B95E257970408E8D4150,13911,15,21,6,39,46,1996
244,244,C5ED324891B8B95E257970408E8D4150,12491,22,23,1,36,43,1843
251,251,C69E0CA9901BB33595EAB544526AEF15,11001,0,13,13,42,47,2147
252,252,C69E0CA9901BB33595EAB544526AEF15,13121,15,16,1,38,46,1946
253,253,C69E0CA9901BB33595EAB544526AEF15,11001,18,22,4,42,47,2147
264,264,A96E2E9F5CBC6618C051218D31E72217,10281,1,14,13,33,48,1698
265,265,A96E2E9F5CBC6618C051218D31E72217,42623,16,17,1,22,49,1149
266,266,A96E2E9F5CBC6618C051218D31E72217,10431,18,19,1,33,49,1699
267,267,A96E2E9F5CBC6618C051218D31E72217,11061,20,21,1,29,48,1498
268,268,4B1D7C3F5ACC5B0F371E26D283095EE1,10411,7,8,1,36,48,1848
269,269,4B1D7C3F5ACC5B0F371E26D283095EE1,11481,9,10,1,41,48,2098
270,270,4B1D7C3F5ACC5B0F371E26D283095EE1,40341,11,13,2,23,49,1199
271,271,4B1D7C3F5ACC5B0F371E26D283095EE1,40673,15,17,2,36,48,1848
272,272,4B1D7C3F5ACC5B0F371E26D283095EE1,10731,17,20,3,33,47,1697
276,276,28EBDF129D422CC62555B67FAF051D3A,43761,0,7,7,32,47,1647
277,277,28EBDF129D422CC62555B67FAF051D3A,11231,9,10,1,37,49,1899
278,278,28EBDF129D422CC62555B67FAF051D3A,10901,12,15,3,35,48,1798
279,279,28EBDF129D422CC62555B67FAF051D3A,11231,16,17,1,37,49,1899
280,280,28EBDF129D422CC62555B67FAF051D3A,13071,19,20,1,41,41,2091
281,281,28EBDF129D422CC62555B67FAF051D3A,12831,21,23,2,34,38,1738
282,282,82E214886D875E0665198A70E3379757,42551,0,5,5,14,48,748
283,283,82E214886D875E0665198A70E3379757,42681,6,7,1,24,48,1248
284,284,82E214886D875E0665198A70E3379757,40341,9,11,2,23,49,1199
285,285,82E214886D875E0665198A70E3379757,42681,12,19,7,24,48,1248
286,286,01A28DB017B1469D0D144CB2323D1ED0,12521,7,8,1,35,41,1791
287,287,01A28DB017B1469D0D144CB2323D1ED0,43671,9,12,3,35,48,1798
288,288,01A28DB017B1469D0D144CB2323D1ED0,12521,15,18,3,35,41,1791
289,289,A567BE5B1DACD6E00CC2FAA52D5DB6DF,13941,0,8,8,41,47,2097
290,290,A567BE5B1DACD6E00CC2FAA52D5DB6DF,12311,10,13,3,30,44,1544
291,291,A567BE5B1DACD6E00CC2FAA52D5DB6DF,42531,13,15,2,31,45,1595
292,292,A567BE5B1DACD6E00CC2FAA52D5DB6DF,12311,16,17,1,30,44,1544
293,293,A567BE5B1DACD6E00CC2FAA52D5DB6DF,10401,18,19,1,33,49,1699
294,294,A567BE5B1DACD6E00CC2FAA52D5DB6DF,40833,21,23,2,41,47,2097
298,298,8E6F323BA70C6AFB89E795BE6C3D0D4B,10721,0,9,9,31,48,1598
299,299,8E6F323BA70C6AFB89E795BE6C3D0D4B,43471,10,12,2,31,49,1599
300,300,8E6F323BA70C6AFB89E795BE6C3D0D4B,10721,12,14,2,31,48,1598
301,301,8E6F323BA70C6AFB89E795BE6C3D0D4B,42623,19,20,1,22,49,1149
302,302,1EB04427525F10341252640184FA621A,42471,9,10,1,35,49,1799
303,303,1EB04427525F10341252640184FA621A,13091,13,14,1,20,42,1042
304,304,1EB04427525F10341252640184FA621A,43041,18,19,1,41,46,2096
308,308,F6947486712885EDC02BCA122A5A6DB5,15061,0,8,8,41,25,2075
309,309,F6947486712885EDC02BCA122A5A6DB5,12881,9,11,2,47,22,2372
310,310,F6947486712885EDC02BCA122A5A6DB5,15061,11,23,12,41,25,2075
314,314,64429B389DA39AA89BDA9504E35D4355,13941,0,15,15,41,47,2097
315,315,64429B389DA39AA89BDA9504E35D4355,13711,16,17,1,38,46,1946
316,316,64429B389DA39AA89BDA9504E35D4355,11231,18,22,4,37,49,1899
317,317,3EEFB7BDF8C8012BA246A804A35191A0,12611,1,5,4,41,29,2079
318,318,3EEFB7BDF8C8012BA246A804A35191A0,12792,6,8,2,34,30,1730
319,319,3EEFB7BDF8C8012BA246A804A35191A0,15191,8,18,10,36,27,1827
320,320,3EEFB7BDF8C8012BA246A804A35191A0,15671,21,23,2,37,26,1876
321,321,B0B36057F46B4664CBCA7B3A3FC6EBDD,19021,0,6,6,10,45,545
322,322,B0B36057F46B4664CBCA7B3A3FC6EBDD,43021,9,12,3,16,43,843
323,323,B0B36057F46B4664CBCA7B3A3FC6EBDD,19021,13,14,1,10,45,545
324,324,B0B36057F46B4664CBCA7B3A3FC6EBDD,43021,15,16,1,16,43,843
325,325,B0B36057F46B4664CBCA7B3A3FC6EBDD,19021,16,20,4,10,45,545
326,326,6AA41B84CB33A922FFCBD7C059C1E8E3,10721,0,8,8,31,48,1598
327,327,6AA41B84CB33A922FFCBD7C059C1E8E3,11801,9,11,2,42,48,2148
328,328,6AA41B84CB33A922FFCBD7C059C1E8E3,10121,14,23,9,36,49,1849
329,329,CE17A391725DA64890DF44713AF877C7,11101,0,14,14,18,48,948
330,330,CE17A391725DA64890DF44713AF877C7,15651,15,16,1,39,25,1975
331,331,CE17A391725DA64890DF44713AF877C7,10381,18,19,1,31,49,1599
332,332,CE17A391725DA64890DF44713AF877C7,11151,20,21,1,30,48,1548
337,337,76E54C1AE53118A77BF3D39757FEEE68,10251,0,14,14,35,47,1797
338,338,76E54C1AE53118A77BF3D39757FEEE68,40341,14,16,2,23,49,1199
339,339,76E54C1AE53118A77BF3D39757FEEE68,42161,17,23,6,36,47,1847
344,344,97F3C4C847ED1961BA2625F974BDB249,40637,0,7,7,36,47,1847
345,345,97F3C4C847ED1961BA2625F974BDB249,43731,12,14,2,34,47,1747
346,346,97F3C4C847ED1961BA2625F974BDB249,11771,15,17,2,39,49,1999
347,347,97F3C4C847ED1961BA2625F974BDB249,11271,18,21,3,37,48,1898
348,348,791B88A47599C4AA49B70831477381D4,42111,0,2,2,44,46,2246
349,349,791B88A47599C4AA49B70831477381D4,42201,2,9,7,43,46,2196
350,350,791B88A47599C4AA49B70831477381D4,42111,9,14,5,44,46,2246
351,351,791B88A47599C4AA49B70831477381D4,42461,15,16,1,45,47,2297
352,352,791B88A47599C4AA49B70831477381D4,42201,16,17,1,43,46,2196
353,353,791B88A47599C4AA49B70831477381D4,11271,19,21,2,37,48,1898
354,354,81F2E20D701C7343DFFCFF71F686BC20,11771,0,8,8,39,49,1999
355,355,81F2E20D701C7343DFFCFF71F686BC20,13351,9,17,8,48,48,2448
356,356,81F2E20D701C7343DFFCFF71F686BC20,41601,18,19,1,39,49,1999
357,357,81F2E20D701C7343DFFCFF71F686BC20,11954,21,22,1,32,49,1649
358,358,20806559F9E602745DBC97D78FDA70A0,42511,0,8,8,37,47,1897
359,359,20806559F9E602745DBC97D78FDA70A0,42161,12,13,1,36,47,1847
360,360,20806559F9E602745DBC97D78FDA70A0,10841,14,15,1,37,47,1897
361,361,20806559F9E602745DBC97D78FDA70A0,10151,16,18,2,34,47,1747
362,362,20806559F9E602745DBC97D78FDA70A0,10841,21,23,2,37,47,1897
363,363,6328F7CDE1FD4A3418797D65E47142EC,11151,0,8,8,30,48,1548
364,364,6328F7CDE1FD4A3418797D65E47142EC,12051,8,10,2,20,47,1047
365,365,6328F7CDE1FD4A3418797D65E47142EC,11151,11,12,1,30,48,1548
366,366,6328F7CDE1FD4A3418797D65E47142EC,11361,13,15,2,22,48,1148
367,367,6328F7CDE1FD4A3418797D65E47142EC,11151,16,23,7,30,48,1548
371,371,261E578A9ADD5DB5F1BF8D1F93100799,11261,0,1,1,36,46,1846
372,372,261E578A9ADD5DB5F1BF8D1F93100799,42864,5,6,1,38,44,1944
373,373,261E578A9ADD5DB5F1BF8D1F93100799,11261,6,10,4,36,46,1846
374,374,261E578A9ADD5DB5F1BF8D1F93100799,42864,11,12,1,38,44,1944
375,375,261E578A9ADD5DB5F1BF8D1F93100799,11261,15,16,1,36,46,1846
376,376,261E578A9ADD5DB5F1BF8D1F93100799,42864,17,19,2,38,44,1944
377,377,261E578A9ADD5DB5F1BF8D1F93100799,11261,19,21,2,36,46,1846
378,378,495339FD97B50D8105C4A93A90CE4FFA,11301,0,7,7,41,49,2099
379,379,495339FD97B50D8105C4A93A90CE4FFA,11151,9,13,4,30,48,1548
380,380,495339FD97B50D8105C4A93A90CE4FFA,11061,18,19,1,29,48,1498
381,381,495339FD97B50D8105C4A93A90CE4FFA,40302,21,22,1,40,49,2049
385,385,577BD4C36A03690EAC6E6C3193E9FF99,11741,0,3,3,42,49,2149
386,386,577BD4C36A03690EAC6E6C3193E9FF99,40302,4,6,2,40,49,2049
387,387,577BD4C36A03690EAC6E6C3193E9FF99,11741,6,11,5,42,49,2149
388,388,577BD4C36A03690EAC6E6C3193E9FF99,10107,12,15,3,38,49,1949
389,389,577BD4C36A03690EAC6E6C3193E9FF99,40341,16,18,2,23,49,1199
390,390,577BD4C36A03690EAC6E6C3193E9FF99,42931,21,22,1,41,49,2099
394,394,26CB7197E081F66AA0D7DD9E572720E4,11741,0,9,9,42,49,2149
395,395,26CB7197E081F66AA0D7DD9E572720E4,11561,10,11,1,32,49,1649
396,396,26CB7197E081F66AA0D7DD9E572720E4,11201,12,20,8,35,49,1799
397,397,26CB7197E081F66AA0D7DD9E572720E4,11741,21,23,2,42,49,2149
401,401,0DAFED6DA217D81CEC95BF49695A0A10,11381,0,15,15,30,47,1547
402,402,0DAFED6DA217D81CEC95BF49695A0A10,10841,17,20,3,37,47,1897
403,403,0DAFED6DA217D81CEC95BF49695A0A10,11381,21,23,2,30,47,1547
404,404,7779D5C4E5073D864A9050EB76A5AC64,11261,0,1,1,36,46,1846
405,405,7779D5C4E5073D864A9050EB76A5AC64,43341,3,5,2,41,46,2096
406,406,7779D5C4E5073D864A9050EB76A5AC64,11261,7,9,2,36,46,1846
407,407,7779D5C4E5073D864A9050EB76A5AC64,42864,9,11,2,38,44,1944
408,408,7779D5C4E5073D864A9050EB76A5AC64,11261,12,23,11,36,46,1846
432,432,24CACD73BA8D75767DDD668E5EA165E2,40171,0,6,6,38,48,1948
433,433,24CACD73BA8D75767DDD668E5EA165E2,11914,7,8,1,37,48,1898
434,434,24CACD73BA8D75767DDD668E5EA165E2,42581,9,13,4,38,48,1948
435,435,24CACD73BA8D75767DDD668E5EA165E2,11914,13,18,5,37,48,1898
436,436,24CACD73BA8D75767DDD668E5EA165E2,40171,18,19,1,38,48,1948
437,437,24CACD73BA8D75767DDD668E5EA165E2,42191,22,23,1,38,49,1949
438,438,16D2341D8DA1F61C52A8D060D4FBB345,10801,0,9,9,42,47,2147
439,439,16D2341D8DA1F61C52A8D060D4FBB345,11021,11,12,1,36,49,1849
440,440,16D2341D8DA1F61C52A8D060D4FBB345,10801,16,18,2,42,47,2147
441,441,16D2341D8DA1F61C52A8D060D4FBB345,40691,19,20,1,42,48,2148
442,442,16D2341D8DA1F61C52A8D060D4FBB345,10801,21,23,2,42,47,2147
443,443,2AF43C5AD18802056DDB97F11B48E696,42511,0,1,1,37,47,1897
444,444,2AF43C5AD18802056DDB97F11B48E696,13681,2,5,3,38,47,1947
445,445,2AF43C5AD18802056DDB97F11B48E696,42511,5,8,3,37,47,1897
446,446,2AF43C5AD18802056DDB97F11B48E696,13681,11,12,1,38,47,1947
447,447,2AF43C5AD18802056DDB97F11B48E696,42511,13,18,5,37,47,1897
448,448,2AF43C5AD18802056DDB97F11B48E696,12514,19,20,1,38,47,1947
449,449,3E1EE5C3B3EA02D05BA98946F054AD5C,42341,2,7,5,43,49,2199
450,450,3E1EE5C3B3EA02D05BA98946F054AD5C,12083,18,21,3,36,49,1849
451,451,3E1EE5C3B3EA02D05BA98946F054AD5C,11781,21,23,2,38,49,1949
452,452,760E5496C7CBF2B23EC48D1163A2AA2C,15321,0,1,1,29,26,1476
453,453,760E5496C7CBF2B23EC48D1163A2AA2C,43121,1,3,2,25,27,1277
454,454,760E5496C7CBF2B23EC48D1163A2AA2C,15321,3,4,1,29,26,1476
455,455,760E5496C7CBF2B23EC48D1163A2AA2C,12792,6,9,3,34,30,1730
456,456,760E5496C7CBF2B23EC48D1163A2AA2C,12791,13,18,5,31,29,1579
457,457,760E5496C7CBF2B23EC48D1163A2AA2C,43081,20,22,2,27,28,1378
458,458,1FA24F76587DEEEE9ED93C46D3D68950,42371,1,7,6,34,46,1746
459,459,1FA24F76587DEEEE9ED93C46D3D68950,12491,8,13,5,36,43,1843
460,460,1FA24F76587DEEEE9ED93C46D3D68950,42371,16,20,4,34,46,1746
461,461,25F92E535CC418A921B30C55748AADEA,43151,0,9,9,40,49,2049
462,462,25F92E535CC418A921B30C55748AADEA,42523,10,17,7,31,47,1597
463,463,25F92E535CC418A921B30C55748AADEA,10716,17,23,6,30,46,1546
467,467,F69C08279BA16EB75288509ECD032B43,42401,0,9,9,36,47,1847
468,468,F69C08279BA16EB75288509ECD032B43,10501,13,14,1,22,46,1146
469,469,F69C08279BA16EB75288509ECD032B43,40341,14,17,3,23,49,1199
470,470,F69C08279BA16EB75288509ECD032B43,42301,20,23,3,36,47,1847
477,477,39A12A7E8C423731CE90191A15A5C3F4,43021,0,4,4,16,43,843
478,478,39A12A7E8C423731CE90191A15A5C3F4,12921,7,16,9,9,41,491
479,479,39A12A7E8C423731CE90191A15A5C3F4,12641,17,18,1,10,43,543
489,489,A192DB3225F77F05B56B73364F126A31,12661,0,5,5,32,45,1645
490,490,A192DB3225F77F05B56B73364F126A31,10634,6,10,4,27,45,1395
491,491,A192DB3225F77F05B56B73364F126A31,12661,11,23,12,32,45,1645
492,492,3EE21C82096056103395982F3BA140C7,10251,0,1,1,35,47,1797
493,493,3EE21C82096056103395982F3BA140C7,13511,1,5,4,34,48,1748
494,494,3EE21C82096056103395982F3BA140C7,10251,7,8,1,35,47,1797
495,495,3EE21C82096056103395982F3BA140C7,42161,11,12,1,36,47,1847
496,496,3EE21C82096056103395982F3BA140C7,10251,14,23,9,35,47,1797
503,503,4A1E2DF13E9399DEAE7966E1EFE6FC6B,13941,0,4,4,41,47,2097
504,504,4A1E2DF13E9399DEAE7966E1EFE6FC6B,10634,6,15,9,27,45,1395
505,505,4A1E2DF13E9399DEAE7966E1EFE6FC6B,12311,15,17,2,30,44,1544
506,506,4A1E2DF13E9399DEAE7966E1EFE6FC6B,13941,20,21,1,41,47,2097
507,507,4A1E2DF13E9399DEAE7966E1EFE6FC6B,11481,22,23,1,41,48,2098
508,508,00ED2280FB2BEC22D8FB36F8A7AFB1A5,42791,0,6,6,35,45,1795
509,509,00ED2280FB2BEC22D8FB36F8A7AFB1A5,10271,9,13,4,37,46,1896
510,510,00ED2280FB2BEC22D8FB36F8A7AFB1A5,13121,13,16,3,38,46,1946
511,511,00ED2280FB2BEC22D8FB36F8A7AFB1A5,10271,16,18,2,37,46,1896
512,512,00ED2280FB2BEC22D8FB36F8A7AFB1A5,42791,19,23,4,35,45,1795
513,513,D523B4CC9C9CF3421E66C004792D242D,12514,0,2,2,38,47,1947
514,514,D523B4CC9C9CF3421E66C004792D242D,11481,3,8,5,41,48,2098
515,515,D523B4CC9C9CF3421E66C004792D242D,42511,10,12,2,37,47,1897
516,516,D523B4CC9C9CF3421E66C004792D242D,10531,14,17,3,34,46,1746
517,517,D523B4CC9C9CF3421E66C004792D242D,11481,18,23,5,41,48,2098
518,518,7B7EC78C492826B1A2F98257774A5C01,11061,3,8,5,29,48,1498
519,519,7B7EC78C492826B1A2F98257774A5C01,40171,9,18,9,38,48,1948
520,520,7B7EC78C492826B1A2F98257774A5C01,11061,18,23,5,29,48,1498
521,521,11199AC9322CB1D62821B7265EEE1673,11911,0,8,8,37,48,1898
522,522,11199AC9322CB1D62821B7265EEE1673,42161,9,14,5,36,47,1847
523,523,11199AC9322CB1D62821B7265EEE1673,43161,15,16,1,35,47,1797
524,524,11199AC9322CB1D62821B7265EEE1673,42161,17,19,2,36,47,1847
525,525,11199AC9322CB1D62821B7265EEE1673,11911,21,23,2,37,48,1898
526,526,409EAD533DBB4CABE595F1357EB3A959,12141,0,7,7,42,45,2145
527,527,409EAD533DBB4CABE595F1357EB3A959,42631,9,11,2,43,45,2195
528,528,409EAD533DBB4CABE595F1357EB3A959,12141,12,13,1,42,45,2145
529,529,409EAD533DBB4CABE595F1357EB3A959,12211,14,17,3,41,44,2094
530,530,409EAD533DBB4CABE595F1357EB3A959,12141,18,22,4,42,45,2145
