,Unnamed: 0,id,grid,start_hour,end_hour,duration,lon,lat,gps2id
628,628,CE8FED3538E83DC20F7843C647A5712E,42321,12,18,6,43,47,2197
629,629,CE8FED3538E83DC20F7843C647A5712E,13271,20,23,3,41,47,2097
634,634,05D0332211576823EE224837627FFFA2,13651,10,18,8,30,47,1547
635,635,05D0332211576823EE224837627FFFA2,11561,19,20,1,32,49,1649
636,636,05D0332211576823EE224837627FFFA2,11951,21,23,2,31,49,1599
657,657,A1BDF95E9D3FC1D1F9602700F7A63FC0,42461,0,12,12,45,47,2297
658,658,A1BDF95E9D3FC1D1F9602700F7A63FC0,43621,15,16,1,46,48,2348
659,659,A1BDF95E9D3FC1D1F9602700F7A63FC0,42461,17,23,6,45,47,2297
669,669,D9419B851F8839F5D675C951F631DB8E,10921,0,7,7,43,48,2198
670,670,D9419B851F8839F5D675C951F631DB8E,42321,9,10,1,43,47,2197
671,671,D9419B851F8839F5D675C951F631DB8E,42461,14,15,1,45,47,2297
672,672,D9419B851F8839F5D675C951F631DB8E,10921,19,23,4,43,48,2198
673,673,3F22CE3BC69EEA321201B2CF165B0591,13551,0,15,15,45,38,2288
674,674,3F22CE3BC69EEA321201B2CF165B0591,43101,16,18,2,46,40,2340
675,675,3F22CE3BC69EEA321201B2CF165B0591,13551,19,21,2,45,38,2288
676,676,29B536EE93C2E266619D50C15F53EE29,42531,0,6,6,31,45,1595
677,677,29B536EE93C2E266619D50C15F53EE29,12311,6,10,4,30,44,1544
678,678,29B536EE93C2E266619D50C15F53EE29,42531,10,22,12,31,45,1595
683,683,034BF108F7447DC54755E0BD15E86728,42351,0,15,15,38,45,1945
684,684,034BF108F7447DC54755E0BD15E86728,11261,16,18,2,36,46,1846
685,685,034BF108F7447DC54755E0BD15E86728,42864,18,20,2,38,44,1944
686,686,034BF108F7447DC54755E0BD15E86728,42351,21,23,2,38,45,1945
687,687,08CD8F40B8378DF291040D4794BAEDFC,40123,0,3,3,38,47,1947
688,688,08CD8F40B8378DF291040D4794BAEDFC,10841,5,10,5,37,47,1897
689,689,08CD8F40B8378DF291040D4794BAEDFC,40123,15,23,8,38,47,1947
699,699,0D947EBDA1250C07F4411B7BDAEBFDBC,42531,0,12,12,31,45,1595
700,700,0D947EBDA1250C07F4411B7BDAEBFDBC,12311,13,16,3,30,44,1544
701,701,0D947EBDA1250C07F4411B7BDAEBFDBC,42531,16,23,7,31,45,1595
717,717,9CF16D35CBBB6D43AD3AFEFE9A0A13CD,11061,0,5,5,29,48,1498
718,718,9CF16D35CBBB6D43AD3AFEFE9A0A13CD,11151,6,7,1,30,48,1548
719,719,9CF16D35CBBB6D43AD3AFEFE9A0A13CD,11061,8,9,1,29,48,1498
720,720,9CF16D35CBBB6D43AD3AFEFE9A0A13CD,11151,16,23,7,30,48,1548
721,721,C3E732D15F022D9CEC194DCDE873E649,10471,0,17,17,37,48,1898
722,722,C3E732D15F022D9CEC194DCDE873E649,43171,18,19,1,39,49,1999
723,723,C3E732D15F022D9CEC194DCDE873E649,10471,20,23,3,37,48,1898
728,728,780CF605B987CE4335E0B64DFA86ACBF,12514,2,8,6,38,47,1947
729,729,780CF605B987CE4335E0B64DFA86ACBF,10841,9,17,8,37,47,1897
730,730,780CF605B987CE4335E0B64DFA86ACBF,11921,18,19,1,38,48,1948
731,731,780CF605B987CE4335E0B64DFA86ACBF,42271,19,22,3,40,47,2047
744,744,0C2847EFE5F93E92ACEB4EA16E4104D9,13411,0,5,5,49,42,2492
745,745,0C2847EFE5F93E92ACEB4EA16E4104D9,43951,16,19,3,49,41,2491
746,746,0C2847EFE5F93E92ACEB4EA16E4104D9,13411,20,21,1,49,42,2492
751,751,07E8F527E3C22F701EF1E12272A919B5,12514,0,5,5,38,47,1947
752,752,07E8F527E3C22F701EF1E12272A919B5,42221,5,6,1,38,48,1948
753,753,07E8F527E3C22F701EF1E12272A919B5,11074,7,19,12,37,47,1897
754,754,19544F9BC0BE20E6141BDD062D6E05AC,43451,4,5,1,37,40,1890
755,755,19544F9BC0BE20E6141BDD062D6E05AC,13441,8,10,2,39,39,1989
756,756,19544F9BC0BE20E6141BDD062D6E05AC,12521,10,19,9,35,41,1791
757,757,19544F9BC0BE20E6141BDD062D6E05AC,43451,21,22,1,37,40,1890
762,762,11E25ABC3A273FCF9863C71F053AB5B4,11741,0,10,10,42,49,2149
763,763,11E25ABC3A273FCF9863C71F053AB5B4,41392,11,12,1,43,48,2198
764,764,11E25ABC3A273FCF9863C71F053AB5B4,11741,12,23,11,42,49,2149
765,765,CEAC6C818D7651ADBA37DD2B6097C732,42351,0,10,10,38,45,1945
766,766,CEAC6C818D7651ADBA37DD2B6097C732,42231,10,15,5,37,46,1896
767,767,CEAC6C818D7651ADBA37DD2B6097C732,13911,16,17,1,39,46,1996
768,768,CEAC6C818D7651ADBA37DD2B6097C732,42231,21,22,1,37,46,1896
772,772,85061C43999146706723F4E0700EE955,13911,0,10,10,39,46,1996
773,773,85061C43999146706723F4E0700EE955,11261,10,12,2,36,46,1846
774,774,85061C43999146706723F4E0700EE955,13911,14,20,6,39,46,1996
775,775,F5E1FADD1A2B73E311D54EEEF39B7046,43621,0,5,5,46,48,2348
776,776,F5E1FADD1A2B73E311D54EEEF39B7046,11701,6,8,2,43,48,2198
777,777,F5E1FADD1A2B73E311D54EEEF39B7046,42601,8,18,10,44,48,2248
778,778,F5E1FADD1A2B73E311D54EEEF39B7046,43621,20,23,3,46,48,2348
779,779,FCA3C665B5BF337F331669EDB597A6AC,42791,0,7,7,35,45,1795
780,780,FCA3C665B5BF337F331669EDB597A6AC,10271,8,17,9,37,46,1896
781,781,FCA3C665B5BF337F331669EDB597A6AC,13121,17,19,2,38,46,1946
782,782,FCA3C665B5BF337F331669EDB597A6AC,42151,19,23,4,35,45,1795
