,Unnamed: 0,id,grid,start_hour,end_hour,duration,lon,lat,gps2id
122,1401,C8A5539982743C3D86E28F8FF2DA3472,30951,0,7,7,109.56208,18.25667,1761
123,1402,C8A5539982743C3D86E28F8FF2DA3472,31421,7,9,2,109.55382,18.22347,1705
124,1403,C8A5539982743C3D86E28F8FF2DA3472,30951,10,15,5,109.56208,18.25667,1761
125,1404,C8A5539982743C3D86E28F8FF2DA3472,31421,18,22,4,109.55382,18.22347,1705
131,1443,DFD0F9616A7053955CDD5FA57FDB4A55,30291,0,7,7,109.50403,18.27028,1513
132,1444,DFD0F9616A7053955CDD5FA57FDB4A55,31931,8,11,3,109.54771,18.29403,1667
133,1445,DFD0F9616A7053955CDD5FA57FDB4A55,30271,14,15,1,109.49132,18.23153,1456
134,1446,DFD0F9616A7053955CDD5FA57FDB4A55,30291,19,23,4,109.50403,18.27028,1513
135,1477,ADAB51A6D99BADC8222FC392D72ADA01,60281,0,15,15,109.51743,18.25924,1561
136,1478,ADAB51A6D99BADC8222FC392D72ADA01,30251,16,19,3,109.50611,18.26653,1512
137,1479,ADAB51A6D99BADC8222FC392D72ADA01,60281,19,23,4,109.51743,18.25924,1561
138,1482,2F440A235E684ECEDD042B3100A4AE95,31071,0,7,7,109.58257,18.28458,1815
139,1483,2F440A235E684ECEDD042B3100A4AE95,30854,7,18,11,109.56889,18.27076,1763
140,1484,2F440A235E684ECEDD042B3100A4AE95,31071,18,23,5,109.58257,18.28458,1815
158,1602,B55959B64746A18ECF5077B5F7359221,31561,0,13,13,109.56792,18.28479,1765
159,1603,B55959B64746A18ECF5077B5F7359221,39183,15,16,1,109.55542,18.28208,1715
160,1604,B55959B64746A18ECF5077B5F7359221,31561,19,23,4,109.56792,18.28479,1765
161,1676,7B2CDE963911F93596D04C9325284620,38154,0,5,5,109.5266,18.28278,1615
162,1677,7B2CDE963911F93596D04C9325284620,60221,5,8,3,109.52569,18.29188,1616
163,1678,7B2CDE963911F93596D04C9325284620,38154,9,11,2,109.5266,18.28278,1615
164,1679,7B2CDE963911F93596D04C9325284620,31811,14,17,3,109.54201,18.31806,1671
170,1754,41D4EB5552A7A416EEB26FAA30F55A4B,39183,0,15,15,109.55542,18.28208,1715
171,1755,41D4EB5552A7A416EEB26FAA30F55A4B,39181,18,20,2,109.55153,18.28035,1715
172,1756,41D4EB5552A7A416EEB26FAA30F55A4B,39183,21,23,2,109.55542,18.28208,1715
193,2083,4824E5A5A5B573D071F1BB5C48030BEE,30181,0,12,12,109.51597,18.23313,1557
194,2084,4824E5A5A5B573D071F1BB5C48030BEE,31521,14,15,1,109.51458,18.22542,1555
195,2085,4824E5A5A5B573D071F1BB5C48030BEE,31521,16,18,2,109.51458,18.22542,1555
220,2387,173CD7A2B7B334BC53A50A1D248FBCFE,31071,0,6,6,109.58257,18.28458,1815
221,2388,173CD7A2B7B334BC53A50A1D248FBCFE,30854,8,11,3,109.56889,18.27076,1763
222,2389,173CD7A2B7B334BC53A50A1D248FBCFE,31071,11,13,2,109.58257,18.28458,1815
223,2390,173CD7A2B7B334BC53A50A1D248FBCFE,30854,15,16,1,109.56889,18.27076,1763
243,2572,283001ED673D8EDBEF7EEB00BDB31533,30571,1,3,2,109.50243,18.21861,1504
244,2573,283001ED673D8EDBEF7EEB00BDB31533,38017,3,4,1,109.49729,18.21424,1504
245,2574,283001ED673D8EDBEF7EEB00BDB31533,31181,9,16,7,109.50382,18.24813,1509
246,2575,283001ED673D8EDBEF7EEB00BDB31533,60131,17,18,1,109.49819,18.24778,1509
269,2893,63FBAC0202144B00077561285E6A7F87,30821,3,14,11,109.43681,18.33639,1274
270,2894,63FBAC0202144B00077561285E6A7F87,30651,16,17,1,109.42611,18.385,1232
271,2895,63FBAC0202144B00077561285E6A7F87,30821,21,23,2,109.43681,18.33639,1274
272,2901,070984703178D21DC5287E457C03691A,39181,0,6,6,109.55153,18.28035,1715
273,2902,070984703178D21DC5287E457C03691A,39181,10,16,6,109.55153,18.28035,1715
274,2903,070984703178D21DC5287E457C03691A,31561,18,19,1,109.56792,18.28479,1765
275,2904,070984703178D21DC5287E457C03691A,39181,20,22,2,109.55153,18.28035,1715
295,3035,B78E7295CB13532B4E2C30EF158E297F,31931,1,8,7,109.54771,18.29403,1667
296,3036,B78E7295CB13532B4E2C30EF158E297F,39183,10,16,6,109.55542,18.28208,1715
297,3037,B78E7295CB13532B4E2C30EF158E297F,30854,21,22,1,109.56889,18.27076,1763
301,3059,F47C4E1E39056C43B0AD32AC994AB7C0,31931,0,8,8,109.54771,18.29403,1667
302,3060,F47C4E1E39056C43B0AD32AC994AB7C0,60361,12,16,4,109.51938,18.29681,1567
303,3061,F47C4E1E39056C43B0AD32AC994AB7C0,31931,18,21,3,109.54771,18.29403,1667
309,3220,42158B50A96F4BB50162AD5AAF8D7E2D,31201,0,8,8,109.51042,18.23819,1558
310,3221,42158B50A96F4BB50162AD5AAF8D7E2D,30741,12,13,1,109.49833,18.28681,1516
311,3222,42158B50A96F4BB50162AD5AAF8D7E2D,31181,17,21,4,109.50382,18.24813,1509
312,3223,42158B50A96F4BB50162AD5AAF8D7E2D,38911,21,23,2,109.51674,18.24965,1559
318,3266,560794A44CA17A43FA34D0FA6C339747,30854,0,15,15,109.56889,18.27076,1763
319,3267,560794A44CA17A43FA34D0FA6C339747,31071,17,18,1,109.58257,18.28458,1815
320,3268,560794A44CA17A43FA34D0FA6C339747,30854,20,23,3,109.56889,18.27076,1763
321,3288,608A55C14BAB2A5B627ACC1F39B89FB6,31945,0,7,7,109.58021,18.29403,1817
322,3289,608A55C14BAB2A5B627ACC1F39B89FB6,30854,8,20,12,109.56889,18.27076,1763
323,3290,608A55C14BAB2A5B627ACC1F39B89FB6,31945,20,23,3,109.58021,18.29403,1817
326,3380,10EBF762D28520B09848288F7052CFDE,30854,0,6,6,109.56889,18.27076,1763
327,3381,10EBF762D28520B09848288F7052CFDE,39101,8,18,10,109.50132,18.24931,1509
328,3382,10EBF762D28520B09848288F7052CFDE,30854,19,21,2,109.56889,18.27076,1763
329,3394,6E6193514D8E876D83956A94AD4F3FB1,31931,0,6,6,109.54771,18.29403,1667
330,3395,6E6193514D8E876D83956A94AD4F3FB1,31951,9,10,1,109.52174,18.30299,1568
331,3396,6E6193514D8E876D83956A94AD4F3FB1,31931,11,13,2,109.54771,18.29403,1667
332,3397,6E6193514D8E876D83956A94AD4F3FB1,30071,14,15,1,109.52819,18.30472,1619
336,3532,E605B26D53F08A0D3360A4541E09F4E2,38283,0,14,14,109.62229,18.22618,1956
337,3533,E605B26D53F08A0D3360A4541E09F4E2,38283,17,18,1,109.62229,18.22618,1956
338,3534,E605B26D53F08A0D3360A4541E09F4E2,38283,20,23,3,109.62229,18.22618,1956
352,3695,A01B4012B619D942E7CC3AC9B78722B4,30854,0,2,2,109.56889,18.27076,1763
353,3696,A01B4012B619D942E7CC3AC9B78722B4,31561,5,10,5,109.56792,18.28479,1765
354,3697,A01B4012B619D942E7CC3AC9B78722B4,39183,14,16,2,109.55542,18.28208,1715
355,3698,A01B4012B619D942E7CC3AC9B78722B4,31561,16,22,6,109.56792,18.28479,1765
358,3721,417408FFDA93B177641D270D3A5C4B2D,31071,0,5,5,109.58257,18.28458,1815
359,3722,417408FFDA93B177641D270D3A5C4B2D,30854,6,13,7,109.56889,18.27076,1763
360,3723,417408FFDA93B177641D270D3A5C4B2D,60631,15,16,1,109.57778,18.27583,1814
361,3724,417408FFDA93B177641D270D3A5C4B2D,31071,19,23,4,109.58257,18.28458,1815
363,3851,99EAB49EE8968B052E448932BFC0D516,38052,0,11,11,109.62618,18.23042,1956
364,3852,99EAB49EE8968B052E448932BFC0D516,60594,12,15,3,109.62694,18.22799,1956
365,3853,99EAB49EE8968B052E448932BFC0D516,38052,15,16,1,109.62618,18.23042,1956
366,3854,99EAB49EE8968B052E448932BFC0D516,38052,19,20,1,109.62618,18.23042,1956
367,3888,D2A5F87218CF25385163A2F3C4229CB8,31561,0,5,5,109.56792,18.28479,1765
368,3889,D2A5F87218CF25385163A2F3C4229CB8,30851,5,9,4,109.5616,18.27396,1713
369,3890,D2A5F87218CF25385163A2F3C4229CB8,31561,10,20,10,109.56792,18.28479,1765
375,3926,BD4652414D5C17466BA36FD4BD943A94,30721,1,6,5,109.51597,18.28257,1565
376,3927,BD4652414D5C17466BA36FD4BD943A94,39183,11,12,1,109.55542,18.28208,1715
377,3928,BD4652414D5C17466BA36FD4BD943A94,31931,13,16,3,109.54771,18.29403,1667
378,3929,BD4652414D5C17466BA36FD4BD943A94,38291,20,21,1,109.51618,18.24313,1558
379,3973,598A5BC9BEA86E74379689160E91B24E,30854,0,12,12,109.56889,18.27076,1763
380,3974,598A5BC9BEA86E74379689160E91B24E,31071,15,16,1,109.58257,18.28458,1815
381,3975,598A5BC9BEA86E74379689160E91B24E,30854,18,19,1,109.56889,18.27076,1763
394,4207,2A6BA0678DDF16AF08BAC9E3FA3C9391,31561,0,8,8,109.56792,18.28479,1765
395,4208,2A6BA0678DDF16AF08BAC9E3FA3C9391,30854,9,12,3,109.56889,18.27076,1763
396,4209,2A6BA0678DDF16AF08BAC9E3FA3C9391,31561,13,14,1,109.56792,18.28479,1765
397,4210,2A6BA0678DDF16AF08BAC9E3FA3C9391,30854,15,19,4,109.56889,18.27076,1763
407,4302,1952B2BB316D2BB82BFA729C9CE4CADA,31431,0,5,5,109.44639,18.29042,1316
408,4303,1952B2BB316D2BB82BFA729C9CE4CADA,31431,7,17,10,109.44639,18.29042,1316
409,4304,1952B2BB316D2BB82BFA729C9CE4CADA,30201,20,21,1,109.4909,18.26465,1462
428,4372,ABCD0851CC1C78BCD7AF6DBDF2F5DE49,60524,0,5,5,109.42951,18.28993,1216
429,4373,ABCD0851CC1C78BCD7AF6DBDF2F5DE49,60552,7,11,4,109.41729,18.30014,1218
430,4374,ABCD0851CC1C78BCD7AF6DBDF2F5DE49,60524,11,12,1,109.42951,18.28993,1216
431,4375,ABCD0851CC1C78BCD7AF6DBDF2F5DE49,60401,14,16,2,109.47444,18.27583,1414
440,4409,E6541B4F346982101D887BAAF0315541,31931,0,6,6,109.54771,18.29403,1667
441,4410,E6541B4F346982101D887BAAF0315541,30854,6,13,7,109.56889,18.27076,1763
442,4411,E6541B4F346982101D887BAAF0315541,30851,15,16,1,109.5616,18.27396,1713
443,4412,E6541B4F346982101D887BAAF0315541,30854,18,23,5,109.56889,18.27076,1763
444,4465,B643AC77F8D8498A9694D45BA8B0F75F,60631,0,16,16,109.57778,18.27583,1814
445,4466,B643AC77F8D8498A9694D45BA8B0F75F,30851,17,18,1,109.5616,18.27396,1713
446,4467,B643AC77F8D8498A9694D45BA8B0F75F,31561,19,21,2,109.56792,18.28479,1765
462,4621,4D944399BAAD1AD37CC1D68A51FA53FD,30161,0,7,7,109.50042,18.24389,1508
463,4622,4D944399BAAD1AD37CC1D68A51FA53FD,31021,8,10,2,109.49021,18.27,1463
464,4623,4D944399BAAD1AD37CC1D68A51FA53FD,30161,12,13,1,109.50042,18.24389,1508
465,4640,4995463B780282C9C030A19D9F49AEAC,31071,3,7,4,109.58257,18.28458,1815
466,4641,4995463B780282C9C030A19D9F49AEAC,30854,10,17,7,109.56889,18.27076,1763
467,4642,4995463B780282C9C030A19D9F49AEAC,31071,22,23,1,109.58257,18.28458,1815
475,4725,00FD2268DE6E83934D2916174E81532F,60472,3,4,1,109.46625,18.29542,1367
476,4726,00FD2268DE6E83934D2916174E81532F,30111,7,18,11,109.47583,18.30542,1419
477,4727,00FD2268DE6E83934D2916174E81532F,30761,21,23,2,109.45201,18.3,1318
503,4893,662D882A6A10D0E6C3566690F0A40636,30854,0,17,17,109.56889,18.27076,1763
504,4894,662D882A6A10D0E6C3566690F0A40636,31071,20,21,1,109.58257,18.28458,1815
505,4895,662D882A6A10D0E6C3566690F0A40636,30854,22,23,1,109.56889,18.27076,1763
506,4972,64160F75E74E2B48DE6EBBED499A7424,31431,0,7,7,109.44639,18.29042,1316
507,4973,64160F75E74E2B48DE6EBBED499A7424,38361,9,14,5,109.43667,18.29201,1267
508,4974,64160F75E74E2B48DE6EBBED499A7424,30771,17,19,2,109.49938,18.26042,1511
509,4975,64160F75E74E2B48DE6EBBED499A7424,31431,20,21,1,109.44639,18.29042,1316
517,5050,C1F9914EF577AE2A8300B1A3945A50FF,31561,1,18,17,109.56792,18.28479,1765
518,5051,C1F9914EF577AE2A8300B1A3945A50FF,31071,20,21,1,109.58257,18.28458,1815
519,5052,C1F9914EF577AE2A8300B1A3945A50FF,30851,22,23,1,109.5616,18.27396,1713
520,5188,EC3508E6C408281EA2938EED62E1A6CB,31071,3,5,2,109.58257,18.28458,1815
521,5189,EC3508E6C408281EA2938EED62E1A6CB,30951,8,18,10,109.56208,18.25667,1761
522,5190,EC3508E6C408281EA2938EED62E1A6CB,30232,20,23,3,109.6191,18.31701,1971
532,5298,A68637AA89BD62624E677D9E66C32FAD,39101,0,5,5,109.50132,18.24931,1509
533,5299,A68637AA89BD62624E677D9E66C32FAD,30161,5,10,5,109.50042,18.24389,1508
534,5300,A68637AA89BD62624E677D9E66C32FAD,30361,10,11,1,109.50347,18.24,1508
535,5301,A68637AA89BD62624E677D9E66C32FAD,30161,12,15,3,109.50042,18.24389,1508
536,5352,A8CC84F6441C04DAF82A74609E587ED2,30561,0,7,7,109.52778,18.31938,1621
537,5353,A8CC84F6441C04DAF82A74609E587ED2,39181,7,8,1,109.55153,18.28035,1715
538,5354,A8CC84F6441C04DAF82A74609E587ED2,30561,12,13,1,109.52778,18.31938,1621
539,5355,A8CC84F6441C04DAF82A74609E587ED2,39181,14,15,1,109.55153,18.28035,1715
540,5396,2576A40187A845D7B849E820F16B3DB1,30854,1,6,5,109.56889,18.27076,1763
541,5397,2576A40187A845D7B849E820F16B3DB1,31071,6,8,2,109.58257,18.28458,1815
542,5398,2576A40187A845D7B849E820F16B3DB1,30854,10,11,1,109.56889,18.27076,1763
549,5477,122D07F80E4FAC68FAE7EDBB2DF1AFA3,31071,0,8,8,109.58257,18.28458,1815
550,5478,122D07F80E4FAC68FAE7EDBB2DF1AFA3,30854,10,11,1,109.56889,18.27076,1763
551,5479,122D07F80E4FAC68FAE7EDBB2DF1AFA3,31071,13,14,1,109.58257,18.28458,1815
552,5480,122D07F80E4FAC68FAE7EDBB2DF1AFA3,30854,16,17,1,109.56889,18.27076,1763
553,5508,B3EF0679F09F3DEC127B54C54EEBFAA7,31071,3,4,1,109.58257,18.28458,1815
554,5509,B3EF0679F09F3DEC127B54C54EEBFAA7,30854,7,9,2,109.56889,18.27076,1763
555,5510,B3EF0679F09F3DEC127B54C54EEBFAA7,31071,12,13,1,109.58257,18.28458,1815
556,5511,B3EF0679F09F3DEC127B54C54EEBFAA7,30854,13,23,10,109.56889,18.27076,1763
564,5607,B663EE883B81AEB709AC84DCCEC3D38E,31945,0,7,7,109.58021,18.29403,1817
565,5608,B663EE883B81AEB709AC84DCCEC3D38E,30854,9,11,2,109.56889,18.27076,1763
566,5609,B663EE883B81AEB709AC84DCCEC3D38E,31945,13,14,1,109.58021,18.29403,1817
567,5610,B663EE883B81AEB709AC84DCCEC3D38E,30854,15,23,8,109.56889,18.27076,1763
568,5635,A64494D6F3A0AF8BF93D9FAA1169011A,31521,0,7,7,109.51458,18.22542,1555
569,5636,A64494D6F3A0AF8BF93D9FAA1169011A,38811,8,16,8,109.50875,18.2175,1504
570,5637,A64494D6F3A0AF8BF93D9FAA1169011A,39111,18,20,2,109.5191,18.22597,1555
571,5638,A64494D6F3A0AF8BF93D9FAA1169011A,60381,20,22,2,109.5241,18.22458,1605
572,5673,84DF4A7C208235D171EF56473BCCF210,30851,0,3,3,109.5616,18.27396,1713
573,5674,84DF4A7C208235D171EF56473BCCF210,30361,7,9,2,109.50347,18.24,1508
574,5675,84DF4A7C208235D171EF56473BCCF210,60631,9,18,9,109.57778,18.27583,1814
590,5716,83F8DEFB45E9970F803B6E01CF53475C,31021,0,13,13,109.49021,18.27,1463
591,5717,83F8DEFB45E9970F803B6E01CF53475C,31206,18,20,2,109.50819,18.23549,1507
592,5718,83F8DEFB45E9970F803B6E01CF53475C,30421,20,22,2,109.50021,18.25861,1511
597,5836,F00821368F615DCDAF214035D8EC4A44,31945,1,2,1,109.58021,18.29403,1817
598,5837,F00821368F615DCDAF214035D8EC4A44,31071,5,13,8,109.58257,18.28458,1815
599,5838,F00821368F615DCDAF214035D8EC4A44,30854,13,22,9,109.56889,18.27076,1763
608,5897,96F98526707B06BE1263CCD4F72E07A1,31071,2,9,7,109.58257,18.28458,1815
609,5898,96F98526707B06BE1263CCD4F72E07A1,31945,13,17,4,109.58021,18.29403,1817
610,5899,96F98526707B06BE1263CCD4F72E07A1,30854,22,23,1,109.56889,18.27076,1763
620,6007,53490AD77ACCA93C3ED0F3DE79CA488B,31071,4,6,2,109.58257,18.28458,1815
621,6008,53490AD77ACCA93C3ED0F3DE79CA488B,30854,10,11,1,109.56889,18.27076,1763
622,6009,53490AD77ACCA93C3ED0F3DE79CA488B,31071,15,16,1,109.58257,18.28458,1815
623,6010,53490AD77ACCA93C3ED0F3DE79CA488B,30854,17,19,2,109.56889,18.27076,1763
624,6013,6E2021B014C4D0B652A2E4FE8D2CF038,31071,0,7,7,109.58257,18.28458,1815
625,6014,6E2021B014C4D0B652A2E4FE8D2CF038,30854,10,11,1,109.56889,18.27076,1763
626,6015,6E2021B014C4D0B652A2E4FE8D2CF038,31071,13,14,1,109.58257,18.28458,1815
627,6016,6E2021B014C4D0B652A2E4FE8D2CF038,30854,17,18,1,109.56889,18.27076,1763
651,6227,CCCD2290FB632A48009771412BE68ADD,31561,0,6,6,109.56792,18.28479,1765
652,6228,CCCD2290FB632A48009771412BE68ADD,39183,9,11,2,109.55542,18.28208,1715
653,6229,CCCD2290FB632A48009771412BE68ADD,31561,14,21,7,109.56792,18.28479,1765
657,6259,DCAA44BA6595CC23E827221393F8A6D6,31521,0,8,8,109.51458,18.22542,1555
658,6260,DCAA44BA6595CC23E827221393F8A6D6,30361,12,14,2,109.50347,18.24,1508
659,6261,DCAA44BA6595CC23E827221393F8A6D6,60381,16,18,2,109.5241,18.22458,1605
660,6262,DCAA44BA6595CC23E827221393F8A6D6,31521,18,23,5,109.51458,18.22542,1555
661,6266,0BABF9C6516F437130A3DD3C99553A57,31206,0,1,1,109.50819,18.23549,1507
662,6267,0BABF9C6516F437130A3DD3C99553A57,39191,1,13,12,109.51493,18.23472,1557
663,6268,0BABF9C6516F437130A3DD3C99553A57,31861,15,17,2,109.49042,18.27549,1464
664,6269,0BABF9C6516F437130A3DD3C99553A57,60291,19,22,3,109.50826,18.24639,1509
676,6477,3FD52FC00A20F224738DE2A9BE8088FD,38911,0,8,8,109.51674,18.24965,1559
677,6478,3FD52FC00A20F224738DE2A9BE8088FD,30151,10,12,2,109.50986,18.25083,1560
678,6479,3FD52FC00A20F224738DE2A9BE8088FD,60281,14,16,2,109.51743,18.25924,1561
684,6566,317835A2F11D93D7A28D8E4620886D95,31071,1,2,1,109.58257,18.28458,1815
685,6567,317835A2F11D93D7A28D8E4620886D95,30854,3,10,7,109.56889,18.27076,1763
686,6568,317835A2F11D93D7A28D8E4620886D95,31071,10,16,6,109.58257,18.28458,1815
687,6569,317835A2F11D93D7A28D8E4620886D95,30854,16,17,1,109.56889,18.27076,1763
688,6572,F3652FF504BC297E68234A33C1877043,30854,1,10,9,109.56889,18.27076,1763
689,6573,F3652FF504BC297E68234A33C1877043,31945,12,14,2,109.58021,18.29403,1817
690,6574,F3652FF504BC297E68234A33C1877043,31071,15,16,1,109.58257,18.28458,1815
696,6629,89401E44267DEEF27DB3B95FF5F81B3E,30951,2,7,5,109.56208,18.25667,1761
697,6630,89401E44267DEEF27DB3B95FF5F81B3E,31421,10,14,4,109.55382,18.22347,1705
698,6631,89401E44267DEEF27DB3B95FF5F81B3E,30951,15,20,5,109.56208,18.25667,1761
711,6805,12D8E06C2EC8C969710FB791DF137B2B,31071,0,13,13,109.58257,18.28458,1815
712,6806,12D8E06C2EC8C969710FB791DF137B2B,30854,14,16,2,109.56889,18.27076,1763
713,6807,12D8E06C2EC8C969710FB791DF137B2B,31071,18,20,2,109.58257,18.28458,1815
714,6808,12D8E06C2EC8C969710FB791DF137B2B,30854,21,23,2,109.56889,18.27076,1763
721,6860,4EE3541571833D45849F06D38E34641F,30854,2,13,11,109.56889,18.27076,1763
722,6861,4EE3541571833D45849F06D38E34641F,39091,14,15,1,109.50097,18.25222,1510
723,6862,4EE3541571833D45849F06D38E34641F,38251,16,19,3,109.49618,18.25493,1510
731,6902,3EAE2CCEF780CC2E20C47963EA2CF3C6,30854,2,11,9,109.56889,18.27076,1763
732,6903,3EAE2CCEF780CC2E20C47963EA2CF3C6,38251,14,15,1,109.49618,18.25493,1510
733,6904,3EAE2CCEF780CC2E20C47963EA2CF3C6,30854,16,18,2,109.56889,18.27076,1763
736,6912,8FE97C1052D63DE830211C405D8F5442,60631,0,6,6,109.57778,18.27583,1814
737,6913,8FE97C1052D63DE830211C405D8F5442,30854,6,8,2,109.56889,18.27076,1763
738,6914,8FE97C1052D63DE830211C405D8F5442,60631,12,13,1,109.57778,18.27583,1814
739,6915,8FE97C1052D63DE830211C405D8F5442,30854,13,22,9,109.56889,18.27076,1763
749,7011,1412BA3B65BC1A2354CCBE297098A0E1,31071,0,14,14,109.58257,18.28458,1815
750,7012,1412BA3B65BC1A2354CCBE297098A0E1,30854,15,19,4,109.56889,18.27076,1763
751,7013,1412BA3B65BC1A2354CCBE297098A0E1,31071,19,21,2,109.58257,18.28458,1815
758,7091,D96E01B8E0F0DE9C160C9FEAFDCFDB6D,31071,0,9,9,109.58257,18.28458,1815
759,7092,D96E01B8E0F0DE9C160C9FEAFDCFDB6D,30854,9,19,10,109.56889,18.27076,1763
760,7093,D96E01B8E0F0DE9C160C9FEAFDCFDB6D,31071,20,21,1,109.58257,18.28458,1815
771,7236,C8922FAF66F21ECAECB6B717FCD5A53B,60614,0,13,13,109.48799,18.29521,1467
772,7237,C8922FAF66F21ECAECB6B717FCD5A53B,60391,16,17,1,109.47667,18.28757,1416
773,7238,C8922FAF66F21ECAECB6B717FCD5A53B,60614,18,23,5,109.48799,18.29521,1467
779,7295,A503639E15A0B5D04B0130D882921438,30711,0,13,13,109.50271,18.25347,1510
780,7296,A503639E15A0B5D04B0130D882921438,31031,14,19,5,109.49979,18.25382,1510
781,7297,A503639E15A0B5D04B0130D882921438,31031,19,23,4,109.49979,18.25382,1510
788,7352,8B67CA01C44A0A9FF0492771727FF584,30854,1,13,12,109.56889,18.27076,1763
789,7353,8B67CA01C44A0A9FF0492771727FF584,38241,14,17,3,109.54111,18.30542,1669
790,7354,8B67CA01C44A0A9FF0492771727FF584,31621,18,19,1,109.51035,18.29826,1568
791,7355,8B67CA01C44A0A9FF0492771727FF584,30854,22,23,1,109.56889,18.27076,1763
802,7399,E9E473F09C342630187345312F4A31D8,39181,0,17,17,109.55153,18.28035,1715
803,7400,E9E473F09C342630187345312F4A31D8,31931,17,18,1,109.54771,18.29403,1667
